"coupon.pv","par.pv","price.model","price.gross","price.diff"
0,99.9559813040019,99.9559813040019,99.96,0.00401869599805593
0,99.9035009164844,99.9035009164844,99.904,0.000499083515620669
3.49609017277965,99.8882906508473,103.384380823627,103.306328767123,-0.0780520565036653
0,99.8498570324729,99.8498570324729,99.841,-0.00885703247291758
0,99.7950982477339,99.7950982477339,99.788,-0.00709824773393564
2.43114473150459,99.7392710360858,102.17041576759,102.108390410959,-0.0620253566314517
0,99.6824198281858,99.6824198281858,99.724,0.0415801718142035
0,99.6412084839798,99.6412084839798,99.666,0.024791516020187
4.48385438177909,99.6412084839798,104.125062865759,104.053753424658,-0.0713094411013628
3.42516654163681,99.6412084839798,103.066375025617,102.977061643836,-0.0893133817809968
4.42084105202839,99.6245870879636,104.045428139992,103.926376712329,-0.119051427663223
0,99.5658133867441,99.5658133867441,99.612,0.0461866132558839
0,99.531820928101,99.531820928101,99.551,0.0191790718990177
2.67491768744271,99.531820928101,102.206738615544,102.162664383562,-0.0440742319820657
0,99.5061374751045,99.5061374751045,99.489,-0.0171374751044624
0,99.4455963525111,99.4455963525111,99.423,-0.0225963525111155
0,99.3842253347825,99.3842253347825,99.367,-0.0172253347825233
0,99.3220581194249,99.3220581194249,99.306,-0.0160581194249403
2.85369989690553,99.2591268488881,102.112826745794,102.082191780822,-0.0306349649717674
4.21851289107775,99.2591268488881,103.477639739966,103.404109589041,-0.0735301509247961
0,99.2591268488881,99.2591268488881,99.248,-0.0111268488881393
0,99.195462171789,99.195462171789,99.173,-0.0224621717889733
0,99.1310933021501,99.1310933021501,99.113,-0.018093302150092
3.46926446664495,99.1218419041415,102.591106370786,102.517301369863,-0.0738050009234286
0,99.0660480767018,99.0660480767018,99.047,-0.0190480767018499
0,99.0003530102947,99.0003530102947,98.99,-0.010353010294665
2.66012693091017,98.9814671966573,101.641594127567,101.576376712329,-0.0652174152387204
0,98.9340333494695,98.9340333494695,98.92,-0.0140333494694573
0,98.8671131242332,98.8671131242332,98.849,-0.0181131242331958
3.45933892106075,98.8382548874499,102.297593808511,102.22395890411,-0.0736349044010183
4.69481710715387,98.8382548874499,103.533071994604,103.455301369863,-0.0777706247407224
6.4862604769889,98.8382548874499,105.324515364439,105.271047945205,-0.0534674192332858
0,98.7996151980861,98.7996151980861,98.78,-0.0196151980860577
0,98.7315613163469,98.7315613163469,98.714,-0.0175613163468569
2.52874220189227,98.682622512869,101.211364714761,101.161294520548,-0.0500701942133759
0,98.6629721528223,98.6629721528223,98.653,-0.0099721528222716
0,98.593867354865,98.593867354865,98.582,-0.0118673548650037
0,98.5242655868656,98.5242655868656,98.516,-0.00826558686563317
0,98.4541845722222,98.4541845722222,98.439,-0.0151845722222106
2.45959102834576,98.3836411338303,100.843232162176,100.833547945205,-0.00968421697059796
4.18130474818779,98.3836411338303,102.564945882018,102.534931506849,-0.0300143751687898
0,98.3836411338303,98.3836411338303,98.391,0.00735886616968173
7.92522799278438,98.2309926117385,106.156220604523,106.110109589041,-0.0461110154817277
0,98.0971502313784,98.0971502313784,98.113,0.0158497686215924
4.20412867789432,98.0660692892102,102.270197967105,102.250506849315,-0.0196911177894492
8.64339200135789,97.9096221749209,106.553014176279,106.496219178082,-0.0567949981965938
6.79123657249548,97.9096221749209,104.700858747416,104.662315068493,-0.0385436789232187
8.51991497276706,97.9096221749209,106.429537147688,106.38595890411,-0.0435782435783807
12.4711798876735,97.9096221749209,110.380802062594,110.304287671233,-0.0765143913615418
0,97.8043976270461,97.8043976270461,97.841,0.0366023729538654
4.19177333732959,97.7409225149208,101.93269585225,101.889547945205,-0.0431479070449257
0,97.5061050430668,97.5061050430668,97.563,0.0568949569332347
3.93349096286981,97.4199448034476,101.353435766317,101.321219178082,-0.0322165882352294
8.35866829609834,97.4199448034476,105.778613099546,105.736465753425,-0.0421473461212969
9.32779134359469,97.2573435475404,106.585134891135,106.442109589041,-0.143025302094003
0,97.2028481200796,97.2028481200796,97.249,0.0461518799203589
4.16605667425795,97.082456123042,101.2485127973,101.241273972603,-0.00723882469721104
9.90938780365022,96.9172071246854,106.826594928336,106.71402739726,-0.112567531075356
5.8722298095705,96.9172071246854,102.789436934256,102.725164383562,-0.0642725506942838
8.07431598815944,96.9172071246854,104.991523112845,104.914726027397,-0.0767970854475948
11.3774452560428,96.9172071246854,108.294652380728,108.215068493151,-0.0795838875775843
0,96.8950824582522,96.8950824582522,96.924,0.0289175417478447
4.51928349770872,96.7507616836422,101.270045181351,101.267808219178,-0.00223696217285863
0,96.5831658509766,96.5831658509766,96.646,0.0628341490234448
4.50409418101784,96.4031741912296,100.907268372247,103.2185,2.31123162775256
7.42566878492131,96.4031741912296,103.828842976151,107.6255,3.79665702384909
12.6932932091696,96.23332253199,108.92661574116,108.833047945205,-0.0935677959541579
6.24462755145353,96.0509988044199,102.295626355873,102.29504109589,-0.000585259983068909
4.40121171351246,95.879021126385,100.280232839897,101.371917808219,1.09168496832173
15.4042409972936,95.879021126385,111.283262123679,111.270712328767,-0.0125497949114788
8.06888814143951,95.879021126385,103.947909267824,103.900849315068,-0.0470599527560154
11.3697969265739,95.879021126385,107.248818052959,107.179287671233,-0.0695303817259685
16.5045439256717,95.879021126385,112.383565052057,112.332191780822,-0.0513732712348087
5.67721999560552,95.7291705469799,101.406390542585,101.374130136986,-0.0322604055991036
5.65853402694834,95.3689008362109,101.027434863159,101.013020547945,-0.0144143152140117
12.2098183805415,95.1931253595828,107.402943740124,102.278253424658,-5.12469031546674
5.64000054757542,95.0164220051822,100.656422552758,100.60152739726,-0.0548951554973485
15.0754375380857,94.8388025415534,109.914240079639,109.850171232877,-0.0640688467623676
18.344809534297,94.8388025415534,113.18361207585,113.205979452055,0.0223673762043575
8.53669354566297,94.8388025415534,103.375496087216,103.295554794521,-0.0799412926958212
12.3509608745762,94.8388025415534,107.18976341613,107.106164383562,-0.0835990325679745
16.3468599810568,94.8388025415534,111.18566252261,111.12004109589,-0.0656214267197441
5.98305045924437,94.6483438428442,100.631394302089,100.605993150685,-0.0254011514036279
5.96252740449853,94.288495778665,100.251023183164,100.204952054795,-0.0460711283690358
17.239168508531,94.1072495121869,111.346418020718,111.234246575342,-0.112171445375438
